Code,Description1,Description2,OnHand,Value
1220303025,GEAR SPUR DO73XDI28XZ47XB15 NO 2-4,"W/3 HOLE THREADED ,F/4414A-B Gear",0, -   
1220303012,GEAR SPUR DO75XDI32XZ23XB39,,2,733
1220303010,GEAR SPUR DO80XDI47XZ33XB12,,2,"2,949"
1220303007,GEAR SPUR DO86XDI35XZ15XB50,"P/N 3.275.0003.04,F/553PM02-543SC13-533PM07",4,"1,759"
1220303028,GEAR SPUR DO92.3XDI70XZ27XB68 W/BRZ BUSH,"DO70XDI60XL70,DWG:1XFM6474&5,F/3742A-B",0, -   
1220303026,GEAR SPUR DO94XDI15XZ60XB16,,8,560
1220303030,GEAR SPUR DWG 1PMM6650,"DO85XDI40XZ15XB50 , F/513PM07-553PM02",4,"3,020"
1220303061,GEAR SPUR DWG 5708892,"FLENDER,TY PZA 250 P/N 341,F/2102 PLANETRY UNIT",3,"93,989"
1320101211,GEAR SPUR DWG 5714776,"DO200XDI55XZ14XB240,F/2102A PLANETARY GEAR UNIT ",2,"150,103"
1220303060,GEAR SPUR DWG 5714776,"DO200XDI55XZ14XB250,F/2102 PLANETARY GEAR UNIT ",1,"59,572"
1320501250,GEAR SPUR OD=215 Z=24 P/N 1.7131,"W/HOLLOW SHAFT,F/CLEARING ROTARY VALVE RDG 21",1,"7,783"
1220303068,GEAR SPUR P/N:2 DWG:E 101 200,"KRUPP,F/GEAR BOX SN 225",0, -   
1220303033,GEAR SPUR SET 2 PCS DO89.5XDI15XZ58XB16,"DO32XDI16XZ19XB31,F/2117A,2201A,2313A,2402A",0, -   
1220308004,GEAR WORM DO170XDI140XZ2XB20,,1,130
1220308005,GEAR WORM DO280XDI200XZ40XB55.4,W/O SHAFT CU.,1,500
1300219005,GEAR WORM DO56XDI30XZ9XW67,"F/3212A/B, F/LOW PRES. PUMP (MGS-50-254)",1,"42,687"
1300219078,GEAR WORM DO56XDI30XZ9XW67,"F/3212A/B, F/LOW PRES. PUMP (MGS-50-254)",1,"42,687"
1220308008,GEAR WORM DO70XDI18XZ70XB15,MAT COPPER,1,175
1220308007,GEAR WORM DO70XDI26XZ28XB25,F/SAMPLING STATION 3613,1,352
1220310163,GEARMOTOR MODEL: HBA80-D132M4 PBL,F/BELT 202-BC04,0, -   
1321401587,GLASS PANE F/IKN COOLER INSPECTION PORT,REF/N:W001.010.1203,3,"2,107"
1320107017,GRATE BAR DWG:1HCM 6859,F/ GPSYUM CRUSHER 3103A,13,"45,500"
1320107003,GRATE BAR F/LIMESTON CRUSHER,DWG 1HCM 6859 F/2103A,6,"57,000"
1320107021,GRATE BASKET DWG:1HCM6781,F/ GPSYUM CRUSHER 3103A,1,"29,350"
1320107005,GRATE BASKET FIXING SCREW DWG 1HCM6460,F/L.S CRUSHER 2103A,0, -   
1320120065,GRATE BASKET SEGMENT DWG 1HCM6446 P/N 1,F/L.S CRUSHER 2103A,0, -   
1320120066,GRATE BASKET SEGMENT DWG 1HCM6446 P/N 2,F/L.S CRUSHER 2103A,0, -   
1320120067,GRATE BASKET SEGMENT DWG 1HCM6446 P/N 3,F/L.S CRUSHER 2103A,0, -   
1200722101,GREASE CONNECTOR SET,"F/GREASING,BIJUR DELIMON",4,600
1200716009,GREASE COOP MPL-EP2,MULTIPURPOSE HEAVY DUTY GREASE,0, -   
1200717039,GREASE CROWN H.D LUBE 7045,"OPEN GEAR& ROPE SPRAY,F/ALIMAK ELEVATOR",5,750
1321401600,GREASE DISTRIBUTOR PROGRESSIVE FEEDER,"MELS.20.0015,HS CODE:84799080",1,"14,266"
1200724009,GREASE GUN LEVER MODEL:001142,LINCOLN,6,"1,650"
1320101015,GREASE GUN NOZZLE HOLLOW D11xL53MM,W/AL.NUT ,1,964
1201124001,GREASE GUN PMAX400 BAR,F/CAR,0, -   
1200722075,GREASE GUN POWER LUBER KIT NO:1242-E,LINCOLN,0, -   
1200717037,GREASE KlLUBERPLEX BE 11-462,,3,"17,832"
1200717033,GREASE KLUBER ALTEMP QNB50,F/INSTALLATION PROTECTION,180,"146,394"
1200711022,GREASE KLUBER PASTE 46 MR 401,DR=3 KG,5,"45,753"
1200711018,GREASE KLUBER PETAMO GYH 133N(KHC-2P-30),DR=3 KG,5,"20,259"
1200717036,GREASE KLUBERLUB BE 41 -1501,,5,"44,786"
1200707032,GREASE MOBIL POLYREX EM,ELECTRIC MOTORS GREASE,2,"7,540"
1200717505,GREASE MOBIL XHP 222,DR=180 KG,8,"52,640"
1300101068,GREASE MOBILE UNIREX N3,INGERSOLL RAND TYPE:ED100,6,"2,100"
1200711016,GREASE MOBILGREASE XHP 223,"LI COMPLEX GREASE,DIN CODE K3N,NLGI 3",1,"6,205"
1200717504,GREASE MOBILGREASE XHP 322 MINE,MULTIPURPOSE GREASE,0, -   
1200716008,GREASE MOBILITH SHC 1500,SYNTHETIC LUBRICATING GREASE,1,"2,642"
1200717017,GREASE MOBILITH SHC 460SYNTHETIC,LUBRICATING GREASE,6,"25,920"
1200717006,GREASE MOBILPEX 47 NLGI 2,MULTIPURPOSE GREASE,1,"4,190"
1200717503,GREASE MOBILTEMP SHC 460 SP,MULTIPURPOSE GREASE,0, -   
1200717021,GREASE MOBILUX EP 1,MULTIPURPOSE GREASE,0, -   
1200717501,GREASE MOBILUX EP004,MULTIPURPOSE GREASE,0, -   
1200716003,GREASE MOBILUX EP2,MULTIPURPOSE HEAVY DUTY GREASE,360,"16,490"
1200717502,GREASE MOBILUX EP3,MULTIPURPOSE GREASE,180,"5,093"
1200717031,GREASE MOLYKOTE 321R,SPECIAL GREASE,20,"10,725"
1200717032,GREASE MOLYKOTE LONGTERM,SPECIAL GREASE,75,"32,080"
1200720005,GREASE MOLYKOTE P 37 ANTI-SEIZE PASTE,F/GRINDING ROLLERS MAINTENANCE,0, -   
1200723006,GREASE NIPPLE L34X5.7X9MM,,4,66
1200723004,GREASE NIPPLE ELBOW HEX. M10,,4,40
1200723005,GREASE NIPPLE ELBOW HEX. M8,,2,18
1200723009,GREASE NIPPLE FLAT HEX. M13,,2,148
1200723002,GREASE NIPPLE FLAT HEX. M8,,4,44
1200723003,GREASE NIPPLE FLAT ROUND M10,,5,61
1200723007,GREASE NIPPLE NORMAL HEX.M12,,45,675
1200723008,GREASE NIPPLE NORMAL HEX.M13,,2,26
1200722110,GREASE PACK MANUAL MODEL:SGP-104,"IHI,CODE:RK700100",0, -   
1200722050,GREASE PUMP AIR OPERATED,F.50KG DRUMS,0, -   
1200722117,GREASE PUMP AIR OPERATED MODEL:LAGG-180,"SKF,F.180KG DRUMS , F/KILN 1 TYRES GREASING",3,"25,416"
1200722116,GREASE PUMP AIR OPERATED MODEL:LAGG-50AE,"SKF,F.50KG DRUMS , F/KILN 1 TYRES GREASING",3,"19,730"
1200722051,GREASE PUMP MANUAL MODEL:M5181,"3.4CC, F/CNA 6,5/2000 B ",2,"30,549"
1200722109,GREASE PUMP MANUAL MODEL:MP-123,"IHI,CODE:RK111600",0, -   
1200722111,GREASE PUMP PORTABLE HP MODEL:4459,LINCOLN ,0, -   
1200722016,GREASE PUMP TYPE:EPA-25,"CODE NO:RK130800,DWG:L1001744,IHI",0, -   
1300204014,GREASE PUMP TYPE:GPE-08A,W/O MOTOR,1,"40,814"
1200718009,GREASE RENOLIT FEP 2,FUCHS,180,"8,599"
1200716004,GREASE ROCAL SLUMPING,,188,"33,605"
1200720003,GREASE SHC 100,,128,"30,799"
1200717035,GREASE SHELL ALVANIA RL3,LITHIUM INDUSTERIAL GREASE,0, -   
1200717029,GREASE SKF LGEM2,LITHIUM SOAP,18,"2,618"
1200717030,GREASE SKF LGEV2,LI-CA SOAP,180,"34,102"
1200717023,GREASE SKF LGMT3/1,,1,167
1200717025,GREASE ULTIPLEX TEMP RESIST,WHITE F/CLINKER COOLER,2,"8,500"
1410104029,GRID DWG POS:G,"DRYER TYPE:D4800EC-A & D4500IN-A,F/L2 AIR DRYER",0, -   
1320501983,GRINDING ROLLER BACK STOPPER,DWG: 1COM1100 F/L1 COAL MILL,0, -   
1300123076,GUAGE LEVEL ACRYLIC D15XL650MM,F/CORROSION INHIBITOR INJECTION UNIT 4127A,1,"2,187"
1321308085,GUNNING MACHINE DISCHARGE OUTLET MEYCO,POS 272 F/BURNING ZONE AREA,0, -   
1321308082,GUNNING MACHINE GASKET,F/FEED PADDLE WELDMENT POS120 F/BURNING ZONE,0, -   
1321308084,GUNNING MACHINE GASKET POS 080,F/OUTPUT SHAFT/ROTOR,0, -   
1321308083,GUNNING MACHINE GASKET POS 310,F/OUTPUT SHAFT/ROTOR,0, -   
1321308086,GUNNING MACHINE LINER REDUCE D32MM MEYCO,POS 290 F/BURNING ZONE AREA,0, -   
1321308088,GUNNING MACHINE LOWER RUBBER PAD PICCOLA,MEYCO POS 260 F/BURNING ZONE AREA,0, -   
1321308089,GUNNING MACHINE RUBBER INSERT,OUTLET REDUCE D32 POS 291 F/BURNING ZONE AREA,0, -   
1321308090,GUNNING MACHINE RUBBER LINER,OUTLET REDUCE D40 POS 292 F/BURNING ZONE AREA,0, -   
1320107002,AXLE 1 DWG 1CRM6668/C,F/L.S CRUSHER 2103A,0, -   
1320107011,AXLE 2 DWG 1CRM6668/C,F/L.S CRUSHER 2103A,0, -   
1320107033,AXLE DWG 1CHM6431,F/GYPSUM CRUSHER HAMMER AXLE BSF403-CR07,6,"5,100"
1320107034,AXLE DWG 1CHM6432,F/GYPSUM CRUSHER HAMMER AXLE BSF403-CR07,6,"7,200"
1320107018,HAMMER DWG NO 1HCM6427,F/GYPSUM CRUSHER,44,"96,704"
1321401057,HAMMER DWG:1CKM6242,F/LINE 1 COOLER 2731A,1,"3,210"
1320107036,HAMMER DWG:1CRM6689,F/MAMMUT CRUSHER MB84/135,3,"20,550"
1300406514,HAMMER PNEUMATIC TYPE: PS 040 EB2,"MARTSHOCK,F/L2 BYPASS BAG HOUSE ",5,"23,143"
1300407046,HAMMER RAPPING DWG 1CMM7448,"COMPLET W/ATTACHEMENT ,F/3222A-B",5,"3,000"
1320701623,OIL COOLER HES TYPE:17486,,0, -   
1321015002,OIL COOLER  COVER SZN900,"D245XD325MM, F/2513A/B",3,"1,800"
1321015006,OIL COOLER  J3890473 KOWA,"OHF-115-22-43A, F/KILN CARRYING ROLLER ",1,"63,201"
1321015013,OIL COOLER P/N:16,"DWG:BCC1M10MB131,F/CMC",1,"444,058"
1300301030,OIL COOLER  P/N:23048366,"W/C PED ,F/920CM01 F/COMPRESSOR R160IU",1,"71,500"
1300302245,OIL COOLER  P/N:A115-220-74 POS:108.1,F/SIRUIS L132 COMPRESSOR COMPAIR,1,"97,800"
1321015004,OIL COOLER  TYPE LZ-B/1.6 1340,DWG 8857/1(4),1,"21,111"
1321015010,OIL COOLER  TYPE TOCN-1 MISUZU,FLOW 5L/MIN,1,"10,045"
1321015003,OIL COOLER  TYPE:HCA-630F30,F/CEMENT MILL MOTOR BEARINGS,1,"40,527"
1321015009,OIL COOLER  TYPE:SBA-307P1,F/SEPERATOR REDUCER,1,"19,158"
1300317102,OIL COOLER  TYPE:SHA-308F1,"P/N:3038,KOBE STEEL",1,"18,442"
1321015008,OIL COOLER  TYPE:TOCN-5 MISUZU,"3M3/H OIL-6M3/H H2O, F/RM TRUNION COOLER",1,"35,645"
1321015007,OIL COOLER  TYPE:TOCN-7 MISUZU,"4M3/H OIL-8M3/H H2O, F/CEMENT TRUNION COOLER",1,"42,004"
1321015005,OIL COOLER TYPE:LZ-0/5 B040,"IN 70 OUT 60,GERBERICH",0, -   
1300702004,HEATER DIFFUSER STEEL,F/2746A,5,"3,498"
1300702010,HEATER DISC HOLDER P/N:6,F/2746A-4204A,2,"3,036"
1300702006,HEATER DISC INSERT STEEL P/N:3,F/2746A-4204A,2,928
1320501107,HEATING ELEMENT F/CONTROLLER BOX,"F/L2 EXPLOSION VENTS,DIVERTER&SILO-TOP",0, -   
1320501227,FAN 380X135 CODE 65321802 DWG 30,F/COAL MILL HOT GAS GENERATOR HFO BURNER,1,"6,838"
1320501223,GAUGE PRESSURE CODE:65324105,F/COAL MILL HOT GAS GENERATOR HFO BURNER,1,705
1320501224,UNION F/FAN CODE:65321791 DWG:59,F/COAL MILL HOT GAS GENERATOR HFO BURNER,1,229
1320501984,HINGE COMPLETE F/SCHEUCH EXPLOSION FLAP,SFZ EXK-668X525 OF L1 COAL MILL,3,"2,259"
1310207030,BOTTOM BLOCK HOCK 5TON,"KONE,F/WASTE FAN ",0, -   
1310207029,BOTTOM BLOCK HOCK 5TON,"DEMAG,F/3817A",0, -   
1310211507,BRAKE DISC W/LINING,TYPE: 6024-B 12R F/HOIST MOTOR,2,"2,619"
1310211505,BRAKE DISC W/LINING 1SET,TYPE: 6024-23001.F/HOIST MOTOR,5,"18,249"
1310211506,BRAKE DISC W/LINING 1SET,TYPE:6024-26001 F/HOIST MOTOR,1,"4,785"
1310211509,BRAKE DISC W/LINING 2ND DISC,TYPE: 6024-26002 F/HOIST MOTOR,2,"8,058"
1310211508,BRAKE DISC W/LINING 2ND DISC,TYPE:6024-23002 F/HOIST MOTOR,5,"15,613"
1400113014,BRAKE LINING M13K-OP(11),F/HOIST MOTOR,1,"1,609"
1310207028,BRAKE NM387 NR2 JD103249 0921814,"100N.M,60.891.080.1S LR108297 180V 69W",0, -   
1310211512,BRAKE WHEEL,F/RMC OVERHEAD CRANE 236CN23,1,"6,201"
1310203032,ELECTRIC 2000KG,,2,0
1310203502,FAN W/ BRAKE LINING,TYP6021-0044/170F/TRAVEL MOTOR,2,"2,541"
1310203501,FAN W/BRAKE LINING,TYP6021-00045/170.TRAVEL MOTOR,5,"6,497"
1310203503,FAN W/BRAKE LINING,TYPE6024-B 08RO F/TRAVEL MOTOR,2,"1,998"
1310202002,GUIDE SHOE LINNING 52225 H14,"L140XW29XH30XT6.5MM,F/3801-3826",24,"1,839"
1310203040,HOCK 5TON,F/CMC CRANE 436-LG31,0, -   
1310211503,ROPE GUIDE COMPLETE P/N:114.107.00,"F/322 LG 18, 326 LG 26",0, -   
1310211501,ROPE GUIDE COMPLETE P/N:117.10.000,"F/920 LG 09,436 LG 31",0, -   
1310211504,ROPE GUIDE COMPLETE132.107.00R,F/436 LG 46,2,"45,278"
1310211511,ROPE GUIDE LEFT,F/TRAVELLING CRANE 236-CN23,0, -   
1310211510,ROPE GUIDE RIGHT,F/TRAVELLING CRANE 236-CN23,0, -   
1310207034,SINGLE HOOK 2TON F/436-LG31,"DIN 15401, N:RN 0,8T,KULI ",0, -   
1310207035,SINGLE HOOK 5TON F/322-LG18,"DIN 15401, N:RN 0,8T,KULI ",0, -   
1310211513,TRAVEL BRAKE WHEEL POS:52297355,F/RMC OVERHEAD CRANE 236CN23,1,"3,281"
1310207036,TRAVEL WHEEL D125MM,"DEMAG ,F/3817A",0, -   
1310203017,HOIST TYPE:XL204N20AL A520 A00,"2000KG,TRAVELL S 16/40M/MIN",1,0
1310203016,HOIST TYPE:XL403N40630AA00,5000KG,1,0
1300316028,SEAL OIL HOLDER CAST STEEL,"ID=67,OD=135MM F/ BLOWER IRS-100A",6,"6,718"
1320501195,HOLDER LEFT W/GUID PULLEY 8423 90 00,"P/N:V477664.B01,F/COAL MILL MULTIDOS MTD-E L2",1,"2,599"
1320501196,HOLDER RIGHT W/GUID PULLEY 8423 90 00,"P/N:V477664.B02,F/COAL MILL MULTIDOS MTD-E L2",1,"2,599"
1300508009,HOLDING BOW D70MM,"W/2HOLE 21D , F/EP SCREW CONV. ",4,"2,608"
1300317005,HOLLOW BORED JET TYPE:K2944GR.80,TYPE:K2944GR.80 COPPER NOZZLE F/3706A/D,2,69
1310600858,HOPPER T4MM ST37 DWG:BCC1M15PM085,F/LINE2 SPILLAGE HOPPER BSF553-CU03,2,"51,000"
1321300048,HORIZONTAL ROTARY VAN FEEDER,"BEUMER,DWG:D 6577000",1,"101,390"
1300108014,HOSE AIR D6XL1500MM,W/2 UNION,0, -   
1220504070,HOSE AMIANT D6MM,,0, -   
1200722126,"HOSE CLAMP D1 1/2"" SUITABLE BAND WIDTH",W/LINER F/ACTIVE PRESSURE SYS. SST,20,272
1200722127,"HOSE CLAMP D1 1/4"" SUITABLE BAND WIDTH",W/LINER F/ACTIVE PRESSURE SYS. SST,50,547
1200722123,"HOSE CLAMP D1"" SUITABLE BAND WIDTH",W/LINER F/ACTIVE PRESSURE SYS. SST,30,248
1200722121,"HOSE CLAMP D1/2"" SUITABLE BAND WIDTH","HOSE CLAMP DIA 1/2"", SUITABLE BAND WIDTH",50,300
1200722125,"HOSE CLAMP D1/2"" SUITABLE BAND WIDTH",W/LINER F/ACTIVE PRESSURE SYS.,50,203
1200722122,"HOSE CLAMP D1/4"" SUITABLE BAND WIDTH",W/LINER F/ACTIVE PRESSURE SYS.,50,313
1300108006,HOSE F/PILOT FLAME D6MM,TYPE:016-35757-02,1,147
1300109025,"HOSE INSULATED D1/2""",,1,4
1300109026,"HOSE INSULATED D3/8""",,1,4
1300109024,"HOSE INSULATED D5/8""",,1,5
1320501041,HOSE ITEM NO. 2 DWG:8600007808-01,"F/COAL MILL,HYDAC HYDRA. UNIT,",1,42
1320501040,HOSE ITEM NO. 22 DWG:8600007808-01,"F/COAL MILL,HYDAC HYDRA. UNIT,",2,311
1320501039,HOSE ITEM NO. 7 DWG:8600007808-01,"F/COAL MILL,HYDAC HYDRA. UNIT,",1,270
1300110075,"HOSE OIL D1/2""XL1960MM",W/2COUPLING 3/4,0, -   
1300110074,"HOSE OIL D1/4""XL1800MM",W/2COUPLING 3/4,0, -   
1300108019,"HOSE PLASTIC 1/2""",F/GAS ANALYZER PRESSURE,0, -   
1300108017,HOSE PLASTIC 6MM,F/GAS ANALYZER,0, -   
1300108018,HOSE PLASTIC 8MM,F/GAS ANALYZER,0, -   
1300108005,HOSE PLASTIC D100/94XL202,2LIPS 10MM PLASTIC BRAWN,0, -   
1300108070,HOSE PLASTIC D6.5XL10MM,F/L2 BAG HOUSES AIR HOSES,35,473
1300108024,HOSE PNEUMATIC DO10XDI6.5MM 6BAR,,130,"1,927"
1300108011,HOSE PNEUMATIC DO6XDI4MM 10BAR,"PLASTIC BLUE.Do:6MM,T:1MM",165,825
1300108016,HOSE PNEUMATIC DO8XDI6MM 6BAR,PLASTIC ,120,"1,368"
1321305524,"HOSE RUBBER 1""XL600MM","W/FITTINGS, F/L1 KILN BEARING 2726A",0, -   
1600503009,"HOSE RUBBER 1/2""",HI-IMPULSE 15N D12,1,"2,140"
1300110045,"HOSE RUBBER 1/2"" L1M 405L",FEMALE 18.5/18.5,3,750
1300110072,"HOSE RUBBER 1/2""XL600MM PMAX25BAR",W/2 UNION SAT ENDS,0, -   
1300110141,"HOSE RUBBER 2""XL2500MM DN25 WP190BAR","W/ENDS,DWG:1SCM7557,F/2801A",17,"7,140"
1321305523,"HOSE RUBBER 2.25""XL500MM","W/FITTINGS, F/L1 KILN BEARING 2726A",0, -   
1300109039,"HOSE RUBBER 3/4"" 10BAR",,0, -   
1300107050,"HOSE RUBBER 3/4"" L2200MM",F/L1 GAS CONDITIONING TOWER,6,"2,700"
1300110039,HOSE RUBBER 32A 500L,"MALE 41.5 UNION 38, F/WATER ARMED",0, -   
1300110071,"HOSE RUBBER D 2""XL300MM",90 BAR W/NIPPLE+ UNION,2,100
1300110064,"HOSE RUBBER D1""XL1150MM",W/2 UNIONS,2,290
1300110065,"HOSE RUBBER D1.25""XL800MM",W/2 UNION,1,125
1300110062,"HOSE RUBBER D1/2""XL1150CM","W/2UNIONS 21MM 3/4.100C,10BAR",2,575
1300110081,"HOSE RUBBER D1/4""XL30CM",F/ GREASER W/COUPLERS,21,840
1300709019,HOSE RUBBER D15XL250MM,W/2METAL CONN.,2,77
1300110067,"HOSE RUBBER D2""XL500MM",W/2 UNIONS,3,473
1300407130,HOSE RUBBER D21XL2000MM,"DWG:2BKG1251, F/325 TC 03",6,"3,409"
1300109031,HOSE RUBBER D25XL700MM,"P88BAR,W/FITTING",0, -   
1300110055,HOSE RUBBER D3/8XL1400MM,"W/NIPPLE&UNION, F/2918A",1,635
1300110056,HOSE RUBBER D3/8XL2400MM,"W/NIPPLE&UNION, F/2918A",1,70
1300110036,HOSE RUBBER D6X9XL2000 P/N:44019 ABB,BLACK F/INSTRUMENTATION,0, -   
1320701517,HOSE RUBBER DN 16 HPA 2 360MM R2C16AG,F/CMC INTERIOR PIPINGS-THRUST SIDE,1,446
1320701518,HOSE RUBBER DN 16 HPB 2 160MM R2C16AG,F/CMC INTERIOR PIPINGS-THRUST SIDE,1,446
1320701512,HOSE RUBBER DN 16 HPC 1 570MM R2C16AG,F/CMC INTERIOR PIPINGS-FREE SIDE,1,446
1320701513,HOSE RUBBER DN 16 HPD 1 100MM R2C16AG,F/CMC INTERIOR PIPINGS-FREE SIDE,1,"8,156"
1320701511,HOSE RUBBER DN 25 LPL 1 640MM R2C25AG,F/CMC INTERIOR PIPINGS-FREE SIDE,1,"15,537"
1320701516,HOSE RUBBER DN 25 LPL 2 600MM R2C25AG,F/CMC INTERIOR PIPINGS-THRUST SIDE,1,"4,542"
1320701519,HOSE RUBBER DN 25 LT1 1 550MM R2C25AG,F/CMC INTERIOR PIPINGS-THRUST SIDE,1,"2,223"
1320701520,HOSE RUBBER DN 25 LT2 1 800MM R2C25AG,F/CMC INTERIOR PIPINGS-THRUST SIDE,1,"2,281"
1320701514,HOSE RUBBER DN 32 LPA 3 540MM R2T32,F/CMC INTERIOR PIPINGS-THRUST SIDE,1,"1,076"
1320701515,HOSE RUBBER DN 32 LPB 960MM R2T32,F/CMC INTERIOR PIPINGS-THRUST SIDE,1,776
1320701509,HOSE RUBBER DN 32 LPC 2 750MM R2T32,F/CMC INTERIOR PIPINGS-FREE SIDE,1,"1,076"
1320701510,HOSE RUBBER DN 32 LPD 740MM R2T32,F/CMC INTERIOR PIPINGS-FREE SIDE,1,776
1200722102,HOSE RUBBER HD-2SN-DN6,"RKDKO-S (M18X1.5),F/HIGH PRESSURE GREASING ",5,785
1200722098,HOSE RUBBER HD-2SN-DN8,DKO-S(M20X1.5)/DKO-S(M20X1.5),5,"1,134"
1200722103,HOSE RUBBER SAE100 R4-DN16,"DKO-L/DKO-L2200,F/LOW PRESSURE GREASING ",3,"1,492"
1200722104,HOSE RUBBER SAE100 R4-DN20,"DKO-L/DKO-L2200,F/LOW PRESSURE GREASING ",5,"2,486"
1300110042,HOSE RUBBER TYPE 1100L,FEMALE 30/30,0, -   
1300110047,HOSE RUBBER TYPE 3TE/2336,"1750L,FEMALE FITS 28.5/28.5",0, -   
1300302284,HOSE SUCTION F/COMP.P/N:1621954900,"F/COMPRESSOR GA 250,ATLAS COPCO",1,"4,800"
1300302283,HOSE SUCTION F/COMP.P/N:1621955000,"F/COMPRESSOR GA 250,ATLAS COPCO",2,"9,000"
1320501234,"HOSE SUS DWG:BKG9005 1.5"" 70BAR L4500MM",F/COAL BURNER HOT GAS GENERATOR,2,"2,560"
1320501229,"HOSE SUS DWG:BKG9000 1.5"" 70BAR L6300MM",F/SOLID FUEL BURNER COAL MILL,1,"2,300"
1320510002,"HOSE SUS 1/2""X1FLXL2M PTFE DN15","P/N:01QEH22BR001,F/SNCR",6,"19,052"
1320701625,"HOSE SUS 2"" SAE3000","FCB,TDN40 LG2480MM",2,"13,287"
1320501235,"HOSE DWG:BKG9006 SUS 3/4"" 70BAR L4500MM",F/COAL BURNER HOT GAS GENERATOR,2,"1,160"
1300409506,"HOSE SUS 3/4X48""",F/WATER SPRAY 334-AW02,11,"7,080"
1320510003,"HOSE SUS 3/8""X1FLXL2M PTFE DN10","P/N:01HSK22BR001,F/SNCR",6,"19,070"
1300109019,HOSE SUS 304 D125XL800MM,"W/FLANGE, F/4203A",1,"4,163"
1320501230,"HOSE SUS D1""XL6300MM 70BAR","DWG:2BKG9001,F/SOLID FUEL BURNER COAL MILL",2,"1,780"
1320501232,"HOSE SUS D1.5""XL1800MM DN 38 20BAR","DWG:1BKG9003,F/COAL DUST FEEDING SYSTEM",1,"2,000"
1300107049,"HOSE SUS D5""XL1000MM DWG:1KLM7716","W/MOVABLE &FIXED FLANGES,F/CALCINER",0, -   
1300110133,HOSE SUS DN100 PN10,DWG:2BKG 1091 NO:1 W/FLANGE,2,665
1300110134,HOSE SUS DN150 PN10 DWG:2BKG1091,"NO:2 W/FLANGE,F/L2 KILN ",1,"2,200"
1300110136,HOSE SUS DN200A L3500 PN20,"DWG:2BKG1122,F/L2 KILN 326KI02",3,"33,465"
1300109020,HOSE SUS304 100A 10K 3000L P=15BAR,W/FLANGES,0, -   
1300109011,HOSE SUS304 106A 3MT,FLANGES FR-891004-82,0, -   
1300109013,HOSE SUS304 10K 150A 780L,FLANGED,0, -   
1300109012,HOSE SUS304 10K 200A 925L,FLANGED,0, -   
1300109017,HOSE SUS304 10K 350A 1500L,W/2FLANG,1,"21,061"
1300109021,HOSE SUS304 150A 10K 3000L,W/FLANGES,0, -   
1300109014,HOSE SUS304 20K 100A 850L,FLANGED,2,"4,040"
1300109016,HOSE SUS304 20K 50A 815L,FLANGED,0, -   
1300109029,HOSE SUS304 250A 2MT,DWG:FR-90720-81,0, -   
1300109010,HOSE SUS304 40K 20A 3MT,"DIN2576 3/4"" ,F/2723A,2724A",1,"1,700"
1300109009,HOSE SUS304 40K 25A 3MT,OIL BURNER ,0, -   
1300109008,HOSE SUS304 40K 32A 3MT,"F/2729A,2730A",2,"6,346"
1300109022,HOSE SUS304 D17/10XL1710MM,W/STEEL WIRE10BAR,0, -   
1300110140,HOSE SUS310 D19XL1030MM,"DWG:2BKG1142, F/326 KI 02",9,"4,050"
1300110111,"HOSE WHIP D1""XL6"" AIR BLASTER","MM-OVERSEAS,P/N:AB-100126",11,"5,924"
1320504068,"HOSE,P/N:0002","DWG:HYDAC COM 8600011599-01,F/L1 COAL MILL",1,386
1320504067,"HOSE,P/N:0007","DWG:HYDAC COM 8600011599-01,F/L1 COAL MILL",1,386
1320504066,"HOSE,P/N:0035","DWG:HYDAC COM 8600011599-01,F/L1 COAL MILL",1,386
1321202510,HOUSING COMPLETE FOR MULTICOR K-50 WITH,FLUID BOTTOM & SEALING,1, -   
1320504084,"HOSE HYDRULIC.,P/N:565,F/TENSION DEVICE","DWG:144599,F/L1 COAL MILL MPS 2800 BK",1,361
1320504085,"HOSE HYDRULIC,P/N:566,F/TENSION DEVICE","DWG:144599,F/L1 COAL MILL MPS 2800 BK",1,386
1320504086,"HOSE HYDRULIC.,P/N:567,F/TENSION DEVICE","DWG:144599,F/L1 COAL MILL MPS 2800 BK",1,675
1320504087,"HOSE HYDRULIC,P/N:568,F/TENSION DEVICE","DWG:144599,F/L1 COAL MILL MPS 2800 BK",1,"1,927"
1320501042,HOSE HYDRULIC ASSEMBLY I/N 37.01,DWG 8600007808-01 L2,1,866
1320504065,"HOSE HYDRULIC ASSEMBLY:P/N:0037,1","DWG:HYDAC COM 8600011599-01,F/L1 COAL MILL",1,"2,169"
1310102257,IDLER 20R 64N 700-755 DWG 2BKG1276,W/M10*30 THREAD F/L2 553BV07,1,331
1310102256,IDLER 20R 89N 750-760 DWG 2BKG1275,W/M10*30 THREAD DWG F/L2 553BV07,1,400
1310112502,IDLER CARRY 20F14 108N 315-323-341,F/L2 COAL BELT 622BC05,30,"4,651"
1310112501,IDLER CARRY 20F14 108N 380-388-406,,0, -   
1310112520,IDLER CARRY 20F14 114N 1150-1158-1176,,10,"2,865"
1310112316,IDLER CARRY 20F14 115N 290-298-320,DWG 1PEM7693,0, -   
1310112070,IDLER CARRY 20F14 127N 320-328-440,D128 L320 LS440,12,"1,877"
1310112303,IDLER CARRY 20F14 133N 380-388-406,F/COAL BELT CONV. BC03 DWG 026272/005 & 500188,37,"6,919"
